ID,Price
INQ0D6,3.201672
S7ZJIY,7.6673217
CZ59WU,16.406946
P6II8S,8.233412
50OX2V,5.6672707
3KZ1BG,18.954685
SJG0FF,3.6215591
S6Z1K3,3.0224514
S5Z4YC,6.28399
L4EW07,3.556682
EIS22D,10.968478
7HZZLE,2.3618636
X3PR4W,4.8030014
S0SQ2V,4.6629686
DTXL89,19.467636
60LWOL,6.043405
56JCHS,21.876179
JQ8AL9,6.36455
NCP7E1,2.5261168
DF87AU,4.2539477
2P7SAD,27.730858
5OANZ9,1.8380375
RYIVS5,3.8109949
EOSI3F,10.120238
6I9V5T,4.5195785
0YVCAP,5.4695096
MEFNIB,10.346378
BTIZSX,47.467777
TKDA98,23.81957
7YN56Y,16.703957
VFJ3N8,6.749874
4XA3Q6,21.547844
L8QZG9,2.846271
QULMX3,11.025778
BVHUOW,4.511365
D4FD4D,3.1791167
H1US62,2.266757
MEBEW6,4.12516
EZWHXM,7.955953
C7MXZK,3.0648334
XDDRE9,6.13442
M6C968,6.47276
AL6JWU,4.6451564
UCUJBO,6.0061812
63J5SD,6.517602
O9S49G,7.965786
F5XUV9,11.41592
KAXCHY,2.566354
PEHQ5I,5.8534527
JQZEIZ,6.5047426
JCJ931,18.993465
P75OON,2.7028184
FJWKD1,23.306376
6EJYAW,2.409148
KFRSXJ,32.433243
DZTA13,30.128393
LZOGW2,3.6102235
RQQIPG,4.311894
N781SK,3.119306
7EQ8NM,6.2160163
MEPSFD,3.006032
1M5VMS,8.151197
I3O8UQ,3.0703986
QVQPUW,2.938749
ND2S2A,3.552893
AHW56B,2.984805
2TQD0R,8.7053
CRL5SY,3.1640344
BX6VUS,7.1505756
L28PTL,5.3816524
3YO382,6.794794
DJMVKO,3.6215096
TCY7UW,10.11492
48PZ8K,5.002387
3CCRD9,6.746012
BH193T,33.62868
H6YJLH,34.273907
AV2EB0,46.74033
BSESS1,6.379799
QW3RQK,2.2722085
ILLXO3,37.38682
G70MFH,11.643207
NA745I,4.698132
MX6RKN,3.1855729
Z4ZBOF,6.611726
BFYZTS,3.61751
SKT8ZI,12.452429
N2VTF3,1.6488721
TDKDGV,18.778719
DGAMJU,30.954857
Z5BI6D,2.186554
AUTVAY,5.3059726
EU6PPE,3.0838246
LZ4J7U,1.805106
D9PBJ7,3.5333912
Y6YYI5,31.072006
LU9SD7,7.012807
XLQFZG,10.720373
7D98UD,22.716753
2DXIR1,5.3285375
232MVG,6.2405753
H3RIDN,12.9018545
DCXR8C,7.0255704
B3KW5V,19.219301
3L0QEL,0.08769499
6CY41Z,19.606958
EXDYX9,4.4409413
85I3ZC,1.7910713
83SVRG,19.111046
8L817C,19.281937
FK3VNH,3.8700743
EBFHH1,1.9007851
O81JLH,15.732613
ODMMYI,9.673355
59LMMC,10.75401
