ID,Price
INQ0D6,3.2711024
S7ZJIY,9.154567
CZ59WU,10.31448
P6II8S,8.757329
50OX2V,5.4223785
3KZ1BG,18.35791
SJG0FF,2.6488507
S6Z1K3,2.6738992
S5Z4YC,6.28962
L4EW07,4.38309
EIS22D,10.420146
7HZZLE,2.211046
X3PR4W,4.9872885
S0SQ2V,4.8290963
DTXL89,16.298063
60LWOL,5.77199
56JCHS,20.99759
JQ8AL9,6.4661846
NCP7E1,2.8940601
DF87AU,4.4835315
2P7SAD,13.589574
5OANZ9,2.0126119
RYIVS5,3.5200768
EOSI3F,9.925431
6I9V5T,3.9677672
0YVCAP,5.0691957
MEFNIB,10.379255
BTIZSX,42.633305
TKDA98,22.62728
7YN56Y,18.725574
VFJ3N8,8.064965
4XA3Q6,19.550192
L8QZG9,2.845999
QULMX3,8.326407
BVHUOW,5.5226026
D4FD4D,3.2293797
H1US62,3.4990985
MEBEW6,5.3950906
EZWHXM,8.307632
C7MXZK,2.8821487
XDDRE9,5.4623694
M6C968,6.43519
AL6JWU,5.021611
UCUJBO,6.087162
63J5SD,7.7020984
O9S49G,7.8446703
F5XUV9,10.646071
KAXCHY,2.4096477
PEHQ5I,5.5155315
JQZEIZ,6.3513618
JCJ931,16.734402
P75OON,2.6222382
FJWKD1,21.45808
6EJYAW,2.1281426
KFRSXJ,31.30485
DZTA13,30.704952
LZOGW2,3.4103475
RQQIPG,4.3444366
N781SK,2.9470136
7EQ8NM,6.328327
MEPSFD,3.3995419
1M5VMS,7.6386056
I3O8UQ,4.127525
QVQPUW,3.2470741
ND2S2A,3.2625725
AHW56B,3.4096668
2TQD0R,8.706145
CRL5SY,3.4204783
BX6VUS,7.008284
L28PTL,5.9816413
3YO382,7.1103444
DJMVKO,3.6875277
TCY7UW,10.459414
48PZ8K,5.5769677
3CCRD9,6.559357
BH193T,34.971783
H6YJLH,57.82334
AV2EB0,47.99469
BSESS1,5.366661
QW3RQK,2.0429235
ILLXO3,39.826057
G70MFH,11.195417
NA745I,5.0202804
MX6RKN,3.3015525
Z4ZBOF,5.6951766
BFYZTS,3.6483204
SKT8ZI,11.901206
N2VTF3,1.1038975
TDKDGV,17.921232
DGAMJU,30.342466
Z5BI6D,2.2261307
AUTVAY,5.1336126
EU6PPE,3.0906837
LZ4J7U,2.0747912
D9PBJ7,3.6047544
Y6YYI5,30.23331
LU9SD7,6.4636374
XLQFZG,11.390365
7D98UD,10.991835
2DXIR1,5.146208
232MVG,5.9598913
H3RIDN,10.423809
DCXR8C,7.0391064
B3KW5V,20.489752
3L0QEL,0.61279243
6CY41Z,19.897772
EXDYX9,4.525089
85I3ZC,1.9750684
83SVRG,17.906351
