ID,Price
INQ0D6,3.181039
S7ZJIY,8.347874
CZ59WU,10.067743
P6II8S,8.209038
50OX2V,5.5195255
3KZ1BG,17.406755
SJG0FF,2.6581821
S6Z1K3,2.8482044
S5Z4YC,6.1560135
L4EW07,4.0231233
EIS22D,10.502339
7HZZLE,2.3840237
X3PR4W,5.2017956
S0SQ2V,5.1367073
DTXL89,21.827116
60LWOL,5.8947954
56JCHS,23.55074
JQ8AL9,6.7096257
NCP7E1,2.245435
DF87AU,4.5465455
2P7SAD,21.372929
5OANZ9,1.8547109
RYIVS5,4.2488065
EOSI3F,9.450814
6I9V5T,4.6876163
0YVCAP,5.231366
MEFNIB,8.414393
BTIZSX,44.971992
TKDA98,24.722895
7YN56Y,15.466036
VFJ3N8,5.61883
4XA3Q6,22.675558
L8QZG9,2.9769807
QULMX3,9.128567
BVHUOW,4.666517
D4FD4D,3.133947
H1US62,2.4007156
MEBEW6,5.145843
EZWHXM,7.620938
C7MXZK,3.1019588
XDDRE9,8.575786
M6C968,7.018473
AL6JWU,4.6961946
UCUJBO,6.254148
63J5SD,7.0621743
O9S49G,7.8596616
F5XUV9,10.4140835
KAXCHY,4.424041
PEHQ5I,6.999149
JQZEIZ,6.270277
JCJ931,17.091469
P75OON,2.6134284
FJWKD1,19.277178
6EJYAW,2.3191285
KFRSXJ,33.60453
DZTA13,29.10913
LZOGW2,3.8241715
RQQIPG,4.494829
N781SK,2.9070995
7EQ8NM,6.1643333
MEPSFD,3.6409502
1M5VMS,7.394308
I3O8UQ,3.327471
QVQPUW,2.839616
ND2S2A,3.6553924
AHW56B,3.1658552
2TQD0R,9.263743
CRL5SY,3.3316126
BX6VUS,6.781464
L28PTL,5.3348002
3YO382,6.287483
DJMVKO,3.3596282
TCY7UW,10.0430155
48PZ8K,5.6849627
3CCRD9,6.899038
BH193T,41.188793
H6YJLH,48.46048
AV2EB0,50.65906
BSESS1,6.302515
QW3RQK,2.1793978
ILLXO3,38.713634
G70MFH,11.405923
NA745I,4.862748
MX6RKN,3.0114987
Z4ZBOF,6.001491
BFYZTS,3.4932537
SKT8ZI,15.318299
N2VTF3,1.24556
TDKDGV,18.152634
DGAMJU,30.316069
Z5BI6D,2.3040197
AUTVAY,5.052091
EU6PPE,3.2488923
LZ4J7U,1.7434028
D9PBJ7,3.4140806
Y6YYI5,31.027273
LU9SD7,6.3491745
XLQFZG,9.820869
7D98UD,15.3865795
2DXIR1,5.0364313
232MVG,5.641246
H3RIDN,11.968814
DCXR8C,7.315471
B3KW5V,18.41556
3L0QEL,0.60366017
6CY41Z,18.702799
EXDYX9,4.34119
85I3ZC,2.2976675
83SVRG,20.230772
8L817C,17.197393
FK3VNH,4.11273
EBFHH1,2.1775727
O81JLH,15.304937
ODMMYI,9.26022
59LMMC,11.253112
G6L5YB,8.986532
FJ0266,4.535775
NUKURI,7.426168
VW94OD,2.8176365
SFYWSY,1.9751352
TE4N4B,47.204494
QC4B11,2.5323346
SN2N27,5.7789593
Z9A5G0,3.919678
00AEG0,9.993029
QFAN0G,3.3304243
UOBOEH,4.3256183
KB5HFG,6.5378504
7JZ5OC,4.6504073
VP4QXB,8.769358
N6ZUS6,4.149308
L996XG,20.488417
YWK9RX,14.984724
LP7ME7,2.4585934
K2G53Z,26.318134
YGNO5I,8.071805
FXQLJQ,9.529396
DDZBRS,12.864034
7OBR4A,27.588043
QBK1R9,3.8448648
MUKKNM,3.230972
PSBIVW,2.208223
9E5LAY,3.2333107
XCWDBQ,8.367125
DEIV37,34.640305
33W8I8,11.284801
8OMK0J,19.76497
03FSB8,3.6165283
A826O3,3.062216
QPB4Q8,32.037952
K5UVCS,5.589284
ZF6FKU,1.2184743
1A64DC,7.9077835
YHYFEC,1.882376
A7SQQD,3.4520185
HDAD51,7.7886677
S2LT2L,8.676211
D0G1WS,28.348936
TGT64K,14.667118
XEVFVM,2.3582346
X1PM2R,8.026181
WETQ3T,7.3404894
WAHGNN,4.1073513
YR1I9L,31.89717
AIPQXE,2.7524614
RLR9VW,5.5651727
UWOPZP,3.045765
3MXWPU,7.041215
DNZODR,6.056199
RBHFLG,19.716402
4U90TN,6.3151054
B5LBEC,2.589187
23C7LO,16.933567
X8UWLS,9.2146225
O3C306,7.6732426
Q92FMX,4.1746287
Z0ZPR5,20.46504
RVD1GE,7.5002546
0N0PVV,20.150099
O4TYGV,6.0659666
26AP41,3.042767
0AVGLM,43.934822
NDXO0U,5.9808083
YKPPVX,4.5991282
CVMMSS,3.128667
PSZ9OR,7.7141857
960JC4,34.066093
ZWVN5Z,7.7959256
JZL55F,5.8808584
AN1CJ5,15.798978
IGS2JC,38.856094
DJY46D,7.739832
RTJFCA,8.082226
0EPI0E,2.4894452
BTNQ05,3.796164
4V1FYO,11.379775
QBQGCN,5.527803
57NLZ6,30.671358
S30I8Q,5.250446
TN1JJW,4.505083
YIXS05,8.23381
QQAHDV,17.773405
QAUKWK,2.30065
QJGX1H,5.5195255
E8B98X,4.7019563
QL007O,6.0406713
UXFXDR,27.467274
V02WAV,2.2245266
J5EYZK,6.5170016
CB4X2T,3.4609559
4ECOLT,2.9589982
NFCJ0C,14.176177
DNYZEC,4.1953506
LJH6GV,9.481034
TMSC15,10.214822
3XQPFJ,4.323629
JUHD1T,3.1296542
73UU84,2.807751
2TW2JA,4.6666985
DQOE6H,1.5444417
REWE63,9.135958
5YTU6F,6.17185
D162ZF,64.30751
28FUGU,5.3420715
HPR39V,2.1983078
T8G2RY,4.3515916
FPQRW7,12.296827
E9AQUP,2.8242934
K8WELO,6.2464643
45J5J8,62.535652
FLQKGC,6.3456383
J8YUAX,4.4534264
5052H3,4.868814
2Y2LO3,20.996096
AIOL3M,6.2804475
P3VR3D,1.7542539
QA7UCN,3.3459733
UX88P7,5.1072674
JBZFPH,8.002246
7H5R1J,27.28135
R3VIVB,6.6753173
OC6M2I,10.179868
ND8W1Y,7.0991793
1MDNAT,6.89408
ZV34Z5,5.879875
P0P67H,6.156129
9PM64T,28.211124
VB3QK0,3.5205562
BHDS6O,4.5582323
KCPIMH,9.49858
T9DG23,17.006954
SOWGGL,5.2698
UT7I3D,24.24896
0APX5G,2.7099433
X2CQQ4,5.4168906
A0QRQO,5.7645025
JIX3SF,4.56199
4HJHCS,5.1872115
IOVJNP,2.9026704
6O7PG2,16.293127
G5FN85,7.491996
BP70VH,3.4724731
AC15RL,5.8247023
NWIEPW,6.034901
EFT3TB,2.115054
YG8EKW,3.5765119
XJ0KYQ,7.3105807
GUZC5N,8.478735
9KV3WT,22.560566
7X6REU,8.044314
YIYW7C,4.547025
S8A2JQ,2.6715984
JWXYEX,4.0192914
672QSC,30.758268
A9YR49,2.9429412
JL3EP7,4.41671
WN4MSA,10.54281
FE85TS,26.714584
QYV3DY,8.242228
2NQFIT,9.644519
X55PIR,4.2454195
S789LE,2.9626477
FC4WFL,3.0191178
I98XGU,11.762525
QXRCNY,8.650596
KO9GPH,15.41646
OSS017,5.4195867
VIKAXN,9.986943
VCFBPK,5.390669
MA7MN6,36.146423
N93HPO,2.048667
58UZRF,8.8716545
827XKP,4.046535
298JU5,32.758736
XUFJML,1.6851307
20U2NE,3.3989582
CQ0AO6,7.2970176
E1U0M8,0.70203424
TVFUKE,4.808577
